subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,25,38,Womens,...y relationships for young people. Welsh **Womens** Aid - Healthy Relationships |  {39}----...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing possessive apostrophe in the proper noun 'Women's Aid'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,27,42,inside of,...ains that the ability to find something **inside of** yourself to express creatively to the w...,LTC,STYLISTIC_PREFERENCE,70,'Inside' is more concise and generally preferred over 'inside of'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,29,45,and,...ted that feedback should remain positive** and** the teacher should create guidelines to...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,Missing comma before the coordinating conjunction 'and' joining two independent clauses.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,33,47,and,...mes taken for granted. The size of paper** and** it's orientation and relationship to th...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,36,49,tryptichs,"...of stories from the Bible (sometimes as **tryptichs**), the sculptural forms of Barbara Hepwo...",LTC,SPELLING_ERROR,90,The correct spelling is 'triptychs'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,40,51,and,...s in this area are developing frequently** and** communication design is a popular degre...,LTC,FALSE_POSITIVE,100,The conjunction 'and' is used correctly in this context.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,42,57,comprises of,...xtile Design within GCSE Art and Design **comprises of** the creation of designs and products fo...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,The verb 'comprises' is transitive and does not require 'of'. It should be 'comprises the creation'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,43,58,',...ond to.  An example of this might be:  ***'**A new boutique hotel is opening which wi...,LTC,PARSING_ERROR,100,"This is an HTML entity for a single quote, indicating a parsing artifact."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,44,58,eco -conscious,...ding the launch of the hotel to attract **eco -conscious** travellers and convey the cynefin. Imag...,LTC,PARSING_ERROR,90,"Compound adjective 'eco-conscious' should be hyphenated without a space, indicating a parsing error."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,45,58,',...ithin the hotel as large format images. **'***  Learners must demonstrate the ability...,LTC,PARSING_ERROR,100,"This is an HTML entity for a single quote, indicating a parsing artifact."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,46,58,time -lapse,"...igital processes and techniques such as **time -lapse** photography, video, photomontage and di...",LTC,PARSING_ERROR,90,"Compound adjective 'time-lapse' should be hyphenated without a space, indicating a parsing error."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,50,64,an outcomes,"...hievements, where they are pleased with **an outcomes**, where things have gone wrong and how t...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,'Outcomes' is plural; it should be 'an outcome' (singular) or 'some outcomes'.
Art-and-Design,gcse-art-and-design---guidance-for-teaching.csv,53,64,or,...ing and reflecting on design development** or** they could be diarised entries into a b...,LTC,FALSE_POSITIVE,100,The conjunction 'or' is used correctly to present an alternative.
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,0,4,outside of,... **Supervision**  Work may be completed **outside of** the centre without direct supervision. ...,LTC,STYLISTIC_PREFERENCE,70,'Outside of' is often considered wordy; 'outside' alone would be more concise and formal.
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,1,4,are,... The marking scheme for this assessment **are** included in the candidate pack.  All ma...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Subject-verb agreement error: 'scheme' is singular, so the verb should be 'is', not 'are'."
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,2,5,the to,...Further information**  You should refer **the to** WJEC Assessment Guide / JCQ Instruction...,LTC,PARSING_ERROR,90,"Word order error, likely a parsing artifact; should be 'refer to the WJEC Assessment Guide'."
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,3,13,",","... understand the assessment requirements,** ,** but there are rules about the kind of h...",LTC,PARSING_ERROR,100,"Double comma is a clear formatting error, likely a parsing artifact."
Art-and-Design,gcse-art-and-design---unit-1-non-exam-assessment-pack.csv,4,14,outlines,... The guidance in the graphic below will **outlines** what your work should include.  **Produ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect verb form after modal 'will'; should be 'will outline' (base form).
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,1,5,are,... The marking scheme for this assessment **are** included in the candidate pack.  All ma...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Subject-verb agreement error; 'scheme' is singular and requires 'is'.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,3,7,but,... not have to be a finished piece of work** but** there should be enough completed to dem...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is required before 'but' when it connects two independent clauses for improved clarity and grammatical correctness in formal writing.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,4,15,independently from,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,LTC,FALSE_POSITIVE,100,'Independently from' is a grammatically correct and acceptable phrasing.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,5,15,independently from,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,LTC,FALSE_POSITIVE,100,'Independently from' is a grammatically correct and acceptable phrasing.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,6,16,outlines,... The guidance in the graphic below will **outlines** what your work should include.  ![](_pa...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect verb form; modal verb 'will' requires the base form 'outline'.
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.csv,7,17,but,... not have to be a finished piece of work** but** there should be enough completed to dem...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,A comma is required before 'but' when it connects two independent clauses for improved clarity and grammatical correctness in formal writing.
Art-and-Design,overview-of-consultation-findings.csv,0,1,Exper,... and Communication Area of Learning and **Exper** | ience .15 | | Level 2 Award in Additi...,LTC,PARSING_ERROR,100,The word 'Experience' is truncated due to a line break in the table cell.
Art-and-Design,overview-of-consultation-findings.csv,3,5,and,...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'and' connecting two independent clauses is a stylistic choice, not a grammatical error."
Art-and-Design,overview-of-consultation-findings.csv,4,6,all of the,...ications will provide stakeholders with **all of the** information they require in due course....,LTC,STYLISTIC_PREFERENCE,70,"'All of the' is grammatically correct, though 'all the' could be used for conciseness."
Art-and-Design,overview-of-consultation-findings.csv,5,9,and,...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'and' connecting two independent clauses is a stylistic choice, not a grammatical error."
Art-and-Design,overview-of-consultation-findings.csv,6,10,and,... balance of physical and human geography** and** we have updated the possible areas to b...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'and' connecting two independent clauses is a stylistic choice, not a grammatical error."
Art-and-Design,overview-of-consultation-findings.csv,7,10,that that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Redundant repetition of the word 'that'.
Art-and-Design,overview-of-consultation-findings.csv,8,12,and,...sed concern that the weighting was heavy** and** it would impact on teacher workload. We...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'and' connecting two independent clauses is a stylistic choice, not a grammatical error."
Art-and-Design,overview-of-consultation-findings.csv,9,13,whether or not,...dual learners or groups of learners and **whether or not** the teacher performs the control elemen...,LTC,FALSE_POSITIVE,90,'Whether or not' is a grammatically correct and commonly used phrase.
Art-and-Design,overview-of-consultation-findings.csv,10,15,and,...r for this unit is aware of the concerns** and** we will aim to include writing that rep...,LTC,STYLISTIC_PREFERENCE,70,"The absence of a comma before 'and' connecting two independent clauses is a stylistic choice, not a grammatical error."
Art-and-Design,overview-of-consultation-findings.csv,12,17,with regards to,...t is clearly on 'Continuity and change' **with regards to** both language and ideas. There will now...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,"The correct idiom is 'with regard to' (singular 'regard'), making 'with regards to' a grammatical inaccuracy in formal writing."
Art-and-Design,overview-of-consultation-findings.csv,13,18,and,... are supported by this new qualification** and** we will work to ensure that this is the...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,85,A comma is generally required before a coordinating conjunction joining two independent clauses to improve clarity and flow in formal writing.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,0,3,Wa,...                           | 22 | | App **Wa** |  | x A: Opportunities for embedding e...,LTC,PARSING_ERROR,100,"Truncated word 'Wales' in a table cell, likely due to PDF conversion."
Art-and-Design,wjec-gcse-art-and-design-specification.csv,1,6,progressio,...dentity. - supporting the principles of **progressio**[n](#page-6-1)<sup>2</sup> by giving lea...,LTC,PARSING_ERROR,100,Truncated word 'progression' due to a line break or formatting artifact.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,2,9,Thet,...-------------  #### **Textile design**  **Thet** textile design pathway is defined as th...,LTC,PARSING_ERROR,100,OCR error; 'Thet' should be 'The'.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,3,10,threedimensional,"...the work of historical and contemporary **threedimensional** designers and makers, as well as the di...",LTC,PARSING_ERROR,90,Compound adjective 'three-dimensional' requires a hyphen when preceding a noun.
Art-and-Design,wjec-gcse-art-and-design-specification.csv,4,20,1 st,...released on the WJEC Portal on December **1 st** in the final year of each series. This ...,LTC,PARSING_ERROR,90,Incorrect spacing; '1 st' should be '1st'.
Business,gcse-business---delivery-guide.csv,2,15,and,...pected to demonstrate in their responses** and** they are then used in marking the work....,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,75,A comma is advisable before 'and' when joining two independent clauses to improve flow in formal writing.
Business,gcse-business---guidance-for-teaching-unit-1.csv,2,19,google,...p research information could be done on **google** jam board or an interactive Canva white...,LTC,SPELLING_ERROR,100,'Google' is a proper noun and should be capitalized.
Business,gcse-business---guidance-for-teaching-unit-1.csv,5,34,currents,...trends and use this to reflect on their **currents** skill set and explore what skills may b...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect word choice; 'current' (adjective) should be used instead of 'currents' (noun) to modify 'skill set'.
Business,gcse-business---guidance-for-teaching-unit-1.csv,7,36,',...group working opportunity when teaching **'**The features of limited and unlimited | ...,LTC,PARSING_ERROR,100,HTML entity &#x27; is a parsing artifact for a single quote.
Business,gcse-business---guidance-for-teaching-unit-1.csv,8,39,exploring,"...t and industry figures. Learners should **exploring** the ONS website, reviewing relevant, up...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect verb form; 'exploring' should be 'explore' after the modal verb 'should'.
Business,gcse-business---guidance-for-teaching-unit-1.csv,11,51,but,... liability. Other people can be employed** but** there is only one owner. | | STEEPLE | ...,LTC,STYLISTIC_PREFERENCE,70,"A comma before 'but' is a stylistic preference when connecting two independent clauses, but its omission here does not cause ambiguity."
Business,gcse-business---guidance-for-teaching-unit-2.csv,0,6,hand written,"...ust be submitted digitally (they may be **hand written** and scanned, or completed digitally).  ...",LTC,PARSING_ERROR,90,Compound adjective 'hand-written' requires a hyphen.
Business,gcse-business---guidance-for-teaching-unit-2.csv,1,6,businesses,...2.3.1b | Environmental issues caused by **businesses** activity      | | 2.3.2b | How business...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect possessive form; should be 'businesses'' (plural possessive).
Business,gcse-business---guidance-for-teaching-unit-2.csv,2,8,need explain,...erse in terms of society. Teachers will **need explain** that the Equality Pledge helps Welsh bu...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing infinitive marker 'to'; should be 'need to explain'.
Business,gcse-business---guidance-for-teaching-unit-2.csv,3,8,pro-active,"...lity Pledge helps Welsh businesses take **pro-active** steps towards creating an inclusive, fa...",LTC,STYLISTIC_PREFERENCE,70,"'Pro-active' is an acceptable variant, though 'proactive' (one word) is more commonly used."
Business,gcse-business---guidance-for-teaching-unit-2.csv,5,9,',...erstand what they mean. They could then **'**diamond 9 ' them as to which they believ...,LTC,PARSING_ERROR,100,"HTML entity for an apostrophe, caused by PDF conversion."
Business,gcse-business---guidance-for-teaching-unit-2.csv,6,9,lea rners,...eaders-and-trailblazers/)  Teachers and **lea rners** could use these websites to highlight s...,LTC,PARSING_ERROR,100,"Merged word with an inserted space, likely due to PDF conversion."
Business,gcse-business---guidance-for-teaching-unit-2.csv,8,12,aging,"...d marketing strategies. For example, an **aging** population may lead companies to develo...",LTC,SPELLING_ERROR,90,"British English spelling is 'ageing', not 'aging'."
Business,gcse-business---guidance-for-teaching-unit-2.csv,9,13,McDonalds,...s throughout the UK. Another example is **McDonalds** letting customers redeem their points a...,LTC,SPELLING_ERROR,100,Incorrect spelling of the proper noun; should be 'McDonald's'.
Business,gcse-business---guidance-for-teaching-unit-2.csv,10,18,judgments,"... to analyse, draw conclusions, and make **judgments** based on their findings. This could inv...",LTC,SPELLING_ERROR,90,"British English spelling is 'judgements', not 'judgments'."
Business,gcse-business---guidance-for-teaching-unit-2.csv,11,19,youtube,...ics   The Impact of Ethics on Business (**youtube**.com). As learners watch the video they ...,LTC,FALSE_POSITIVE,100,Part of a URL; not a spelling error.
Business,gcse-business---guidance-for-teaching-unit-2.csv,12,22,youtube,"... video, Business Ethics Nestle VS Lush (**youtube**.com) https://youtu.be/otH6Fz7GJDg, they...",LTC,FALSE_POSITIVE,100,The word 'youtube' is correctly used as part of a URL.
Business,gcse-business---guidance-for-teaching-unit-2.csv,13,22,as to whether,"...Fz7GJDg, they can record their thoughts **as to whether** it is possible for a business to be bot...",LTC,STYLISTIC_PREFERENCE,70,The phrase 'as to whether' is grammatically correct but can be more concise; it's a stylistic preference.
Business,gcse-business---guidance-for-teaching-unit-2.csv,14,24,businesses,...| 2.3.1b Environmental issues caused by **businesses** activity | Learners should understand h...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,Should be 'business activity' (singular noun acting as an adjective) or 'businesses' activity' (possessive plural).
Business,gcse-business---guidance-for-teaching-unit-2.csv,15,24,covers,... understand the various categories that **covers** the natural environment – this could be...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"Subject-verb agreement error: 'categories' is plural, so the verb should be 'cover'."
Business,gcse-business---guidance-for-teaching-unit-2.csv,17,25,McDonalds,...o behaving in a sustainable manner:  • [**McDonalds** Coffee Sustainability/](https://www.you...,LTC,SPELLING_ERROR,90,Proper noun 'McDonald's' requires an apostrophe.
Business,gcse-business---guidance-for-teaching-unit-2.csv,18,25,McDonalds,"...://www.youtube.com/watch?v=r-ctYi_eipk)[**McDonalds** Change a little,](https://www.youtube.c...",LTC,SPELLING_ERROR,90,Proper noun 'McDonald's' requires an apostrophe.
Business,gcse-business---guidance-for-teaching-unit-2.csv,19,26,in in,...hlights the work that they are involved **in in** your surrounding area. A class stimulus...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Redundant word 'in'; should be 'involved in your surrounding area'.
Business,gcse-business---guidance-for-teaching-unit-2.csv,20,27,e commerce,"... robotics automation, etc.; marketing – **e commerce**, m-commerce, social media, EPOS, etc. L...",LTC,PARSING_ERROR,90,Missing hyphen in 'e-commerce' (should be 'e-commerce').
Business,gcse-business---guidance-for-teaching-unit-2.csv,21,29,self -checkout,"... create new types of work. For example, **self -checkout** machines at grocery stores might reduce...",LTC,PARSING_ERROR,90,Incorrect spacing and missing hyphen in 'self-checkout' (should be 'self-checkout').
Business,gcse-business---guidance-for-teaching-unit-2.csv,22,29,Lea rners,... needed to fix and manage the machines. **Lea rners** could then be asked to imagine what job...,LTC,PARSING_ERROR,100,"Word split by a space, likely a parsing artifact; should be 'Learners'."
Business,gcse-business---guidance-for-teaching-unit-2.csv,23,29,all of the,"...eting, learners could create a mind map **all of the** ways that they know of that a business ...",LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,The phrasing 'mind map all of the ways' is awkward; 'mind map of all the ways' or 'mind map all the ways' would be more natural.
Business,gcse-business---guidance-for-teaching-unit-2.csv,24,30,so,...f the topics do address 3.6.1 Production** so** learners could either be told to avoid ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,A comma is required before 'so' when it connects two independent clauses.
Business,gcse-business---guidance-for-teaching-unit-2.csv,25,31,gasoline,...arbon emissions compared to traditional **gasoline** cars. An activity could be to create a ...,LTC,SPELLING_ERROR,100,'Gasoline' is American English; 'petrol' should be used in British English context.
Business,gcse-business---guidance-for-teaching-unit-2.csv,26,31,self -service,...ike Amazon or in fast -food chains with **self -service** kiosks. Have learners simulate the expe...,LTC,PARSING_ERROR,90,'Self-service' should be hyphenated as a compound adjective; the space before the hyphen is also a formatting error.
Business,gcse-business---guidance-for-teaching-unit-2.csv,27,33,outside of,...an be carried out live and face to face **outside of** the educational setting. Learners could...,LTC,STYLISTIC_PREFERENCE,70,'Outside' is more concise and generally preferred over 'outside of' in formal writing.
Business,gcse-business---guidance-for-teaching-unit-2.csv,28,37,aging,"...changing population structures, like an **aging** population or growing youth market, and...",LTC,SPELLING_ERROR,100,'Aging' is American English; 'ageing' should be used in British English context.
Business,gcse-business---guidance-for-teaching-unit-2.csv,29,37,aging,... healthcare industry's expansion due to **aging** populations. | |  |  | To make learners...,LTC,SPELLING_ERROR,100,'Aging' is American English; 'ageing' should be used in British English context.
Business,gcse-business---guidance-for-teaching-unit-2.csv,30,38,the explore,...ridging the Gap. Learners could explore **the explore** the Co-op fairtrade webpage. |  {39}---...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Redundant repetition of 'the explore'; it should be 'explore the Co-op fairtrade webpage'.
Business,gcse-business---guidance-for-teaching-unit-2.csv,31,39,businesses,"...2.3.1b | Environmental issues caused by **businesses** activity | For climate change, learners...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,'Businesses activity' is grammatically incorrect; it should be 'business activity' or 'businesses' activity'.
Business,gcse-business---guidance-for-teaching-unit-2.csv,32,41,feedback,...ronmental benefits. Learners could then **feedback** to the class explaining how their ideas...,LTC,STYLISTIC_PREFERENCE,70,"While 'feedback' can be used as a verb, 'give feedback' or 'provide feedback' is generally preferred in formal writing."
Business,gcse-business---guidance-for-teaching-unit-2.csv,34,58,decisionmaking,...ectives and feelings of others in their **decisionmaking** processes.**  #### Personal Effectivene...,LTC,PARSING_ERROR,90,Missing hyphen in the compound noun 'decision-making'.
Business,gcse-business---guidance-for-teaching-unit-2.csv,35,61,pro-active,"...lity Pledge helps Welsh businesses take **pro-active** steps towards creating an inclusive, fa...",LTC,PARSING_ERROR,90,OED standard is 'proactive' (one word); the hyphen should be removed.
Business,gcse-business---guidance-for-teaching-unit-2.csv,36,63,an,"..., and procedures put in place to manage **an** business's financial resources effectiv...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Incorrect article usage; 'an' should be 'a' before a word starting with a consonant sound.
Business,gcse-business---guidance-for-teaching-unit-2.csv,37,64,organized,"...group of people who live together in an **organized** way, making decisions about how to do t...",LTC,SPELLING_ERROR,90,British English spelling requires 'organised' instead of 'organized'.
Business,gcse-business---guidance-for-teaching-unit-3.csv,0,10,Lea rners,...--------------------------------------  **Lea rners** can be given one regulatory body and as...,LTC,PARSING_ERROR,100,Word split due to parsing artifact; should be 'Learners'.
Business,gcse-business---guidance-for-teaching-unit-3.csv,2,10,",","...ducation, healthcare, transport , etc . **,** and their own estimates can be compared...",LTC,PARSING_ERROR,100,"The highlighted context shows a double comma (`,,`) which is a parsing artifact. The single comma in the original text is grammatically correct."
Business,gcse-business---guidance-for-teaching-unit-3.csv,3,10,Lea rners,...g businesses and those seeking to grow. **Lea rners** could be provided with case studies fro...,LTC,PARSING_ERROR,100,Word split due to parsing artifact; should be 'Learners'.
Business,gcse-business---guidance-for-teaching-unit-3.csv,5,12,a trade union learners,...quirements are met. - The right to join **a trade union learners** should know that they have a legal righ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,"Missing punctuation or conjunction between 'trade union' and 'learners should know', creating a run-on sentence."
Business,gcse-business---guidance-for-teaching-unit-3.csv,6,13,as to whether,...had been dismissed and giving a verdict **as to whether** it was 'fair' or 'unfair' with their re...,LTC,STYLISTIC_PREFERENCE,70,'As to whether' is wordy; 'whether' would be more concise and is generally preferred in formal writing.
Business,gcse-business---guidance-for-teaching-unit-3.csv,7,13,and,...n) can be allocated to pairs of learners** and** they can research and produce a summary...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,90,A comma is required before 'and' when it connects two independent clauses.
Business,gcse-business---guidance-for-teaching-unit-3.csv,12,20,McDonalds,...ways a business may segment its market. **McDonalds** could provide a good starting point for...,LTC,SPELLING_ERROR,100,Proper noun 'McDonald's' requires an apostrophe.
Business,gcse-business---guidance-for-teaching-unit-3.csv,15,23,multi-channel,...ution   - retailing   - wholesalers   - **multi-channel** distribution - the growing importance o...,LTC,FALSE_POSITIVE,100,'Multi-channel' is correctly hyphenated as a compound adjective.
Business,gcse-business---guidance-for-teaching-unit-3.csv,16,23,multi-channel,...uce a diagram to illustrate and explain **multi-channel** distribution. - Learners could examine ...,LTC,FALSE_POSITIVE,100,'Multi-channel' is correctly hyphenated as a compound adjective.
Business,gcse-business---guidance-for-teaching-unit-3.csv,17,24,short-listing,...ancies</li><li>job applications</li><li>**short-listing** and selection</li><li>references</li><l...,LTC,FALSE_POSITIVE,100,'Short-listing' is correctly hyphenated as a compound noun.
Business,gcse-business---guidance-for-teaching-unit-3.csv,18,24,Short-listing,...plication form for a local job vacancy. **Short-listing** and selection – take part in a paper-si...,LTC,FALSE_POSITIVE,100,'Short-listing' is an acceptable hyphenated form for the noun/gerund.
Business,gcse-business---guidance-for-teaching-unit-3.csv,19,27,a range businesses,...d market share. Learners could focus on **a range businesses** from their local area that are known fo...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing preposition 'of'; should be 'a range of businesses'.
Business,gcse-business---guidance-for-teaching-unit-3.csv,20,29,as well as,...ners can explore both their own cynefin **as well as** other areas nationally to further their...,LTC,POSSIBLE_AMBIGUOUS_GRAMMATICAL_ERROR,80,Redundant use of 'both' with 'as well as'; should be 'both X and Y' or 'X as well as Y'.
Business,gcse-business---guidance-for-teaching-unit-3.csv,21,30,McDonalds,"...rent to others. For example, discussing **McDonalds** and their product range on an internati...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing apostrophe for the proper noun 'McDonald's'.
Business,gcse-business---guidance-for-teaching-unit-3.csv,22,37,proof-reading,"...ng, punctuation and grammar, as well as **proof-reading** content to show professionalism and | |...",LTC,FALSE_POSITIVE,100,'Proof-reading' is an acceptable hyphenated form; 'proofreading' is also acceptable.
