Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Context
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,MORFOLOGIK_RULE_EN_GB,misspelling,Kantha,Possible spelling mistake found.,Kant ha,"...: Rosie James, 'Stitch Draw' Ekta Kaul, Kantha Cas Holmes, Stitch Stories. |  {45}----..."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,44,MORFOLOGIK_RULE_EN_GB,misspelling,Cas,Possible spelling mistake found.,"Ca's, Ca, CAS (+2461 more)","... James, 'Stitch Draw' Ekta Kaul, Kantha Cas Holmes, Stitch Stories. |  {45}--------..."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,45,MORFOLOGIK_RULE_EN_GB,misspelling,Hallyu,Possible spelling mistake found.,"Hall, Ally, Halls (+20 more)","...liams. Ai Weiwei, 40th Ed. Rosalie Kim, Hallyu!: The Korean Wave. | |----------|------..."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,49,MORFOLOGIK_RULE_EN_GB,misspelling,tryptichs,Possible spelling mistake found.,"triptychs, tryptic","...of stories from the Bible (sometimes as tryptichs), the sculptural forms of Barbara Hepwo..."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,50,MORFOLOGIK_RULE_EN_GB,misspelling,Planometric,Possible spelling mistake found.,"Planimetric, Plano metric",...i>Isometric</li><li>Axonometric</li><li>Planometric</li><li>Perspective</li><li>First or th...
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,50,MORFOLOGIK_RULE_EN_GB,misspelling,modelmaking,Possible spelling mistake found.,model making,"...le', whether through drawing or through modelmaking, using appropriate scales from 1:2 for ..."
Art-and-Design,gcse-art-and-design---guidance-for-teaching.md,53,MORFOLOGIK_RULE_EN_GB,misspelling,futureproof,Possible spelling mistake found.,"future-proof, future proof",...>Emerging materials and technologies to futureproof product development. Learners should sh...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,21,MORFOLOGIK_RULE_EN_GB,misspelling,Konttinen,Possible spelling mistake found.,"Contained, Container, Continent (+8 more)",...References** • Efa Lois  - Sirkka-Liisa Konttinen - Neville Brody - Grayson Perry - The S...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,Milroy,Possible spelling mistake found.,"McIlroy, Gilroy, Kilroy",...  #### **Contextual References** • Lisa Milroy  - Wayne Thiebaud - Lee John Phillips -...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,Thiebaud,Possible spelling mistake found.,"Thibaut, Thebaid",...ual References** • Lisa Milroy  - Wayne Thiebaud - Lee John Phillips - El Anatsui - Nick...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,Anatsui,Possible spelling mistake found.,"Anti, Amateur, Anatomy (+33 more)",...Wayne Thiebaud - Lee John Phillips - El Anatsui - Nick Cave  ![](_page_23_Picture_10.jp...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,25,MORFOLOGIK_RULE_EN_GB,misspelling,Popham,Possible spelling mistake found.,"Topham, Pop ham",... - Richard Estes - Ian Murphy - Harriet Popham - Sally Blake  ![](_page_25_Picture_10....
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,Conteh,Possible spelling mistake found.,"Conte, Cont eh",...#### **Contextual References** • Alfred Conteh  - Lubaina Himid - Andrew Mashigo - Ire...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,27,MORFOLOGIK_RULE_EN_GB,misspelling,Mashigo,Possible spelling mistake found.,"Massimo, Mashing, Mashie (+4 more)",...Alfred Conteh  - Lubaina Himid - Andrew Mashigo - Irene Hoff - L.S. Lowry  ![](_page_27...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,29,MORFOLOGIK_RULE_EN_GB,misspelling,Gursky,Possible spelling mistake found.,Gur sky,...### **Contextual References** • Andreas Gursky  - Lorna Simpson - Giorgio de Chirico -...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,29,MORFOLOGIK_RULE_EN_GB,misspelling,Issy,Possible spelling mistake found.,"ISSN, Missy, Sissy (+1 more)",... - Lorna Simpson - Giorgio de Chirico - Issy Miyake - Banksy  {30}------------------...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,29,MORFOLOGIK_RULE_EN_GB,misspelling,Miyake,Possible spelling mistake found.,"Make, Mistake, Mike (+5 more)",...rna Simpson - Giorgio de Chirico - Issy Miyake - Banksy  {30}-------------------------...
Art-and-Design,gcse-art-and-design---unit-2-externally-set-assignment.md,35,MORFOLOGIK_RULE_EN_GB,misspelling,YY,Possible spelling mistake found.,"BY, MY, YE (+36 more)",...----|------------|---------| |  | DD MM YY |  | Hour | Minutes | |       |        ...
Art-and-Design,overview-of-consultation-findings.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,Exper,Possible spelling mistake found.,"Expert, Expel, Esper",... and Communication Area of Learning and Exper | ience .15 | | Level 2 Award in Additi...
Art-and-Design,overview-of-consultation-findings.md,1,MORFOLOGIK_RULE_EN_GB,misspelling,ience,Possible spelling mistake found.,"hence, fence, pence (+1 more)",...munication Area of Learning and Exper | ience .15 | | Level 2 Award in Additional Cor...
Art-and-Design,overview-of-consultation-findings.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,made-for-wales-gcses,Possible spelling mistake found.,made-for-wales-GCSEs,...form/reforming/qualified-for-the-future/made-for-wales-gcses/#approval-criteria\)](https://qualifica...
Art-and-Design,wjec-gcse-art-and-design-specification.md,3,MORFOLOGIK_RULE_EN_GB,misspelling,Wa,Possible spelling mistake found.,"WA, A, Was (+94 more)",...                           | 22 | | App Wa |  | x A: Opportunities for embedding e...
Art-and-Design,wjec-gcse-art-and-design-specification.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,progressio,Possible spelling mistake found.,progression,...dentity. - supporting the principles of progressio[n](#page-6-1)<sup>2</sup> by giving lea...
Art-and-Design,wjec-gcse-art-and-design-specification.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,Thet,Possible spelling mistake found.,"The, That, Then (+11 more)",...-------------  #### **Textile design**  Thet textile design pathway is defined as th...
Art-and-Design,wjec-gcse-art-and-design-specification.md,10,MORFOLOGIK_RULE_EN_GB,misspelling,threedimensional,Possible spelling mistake found.,"three-dimensional, three dimensional","...the work of historical and contemporary threedimensional designers and makers, as well as the di..."
Business,gcse-business---guidance-for-teaching-unit-1.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,inspirational-success-story-of-amazons-founder,Possible spelling mistake found.,inspirational-success-story-of-Amazons-founder,...odaymagazine.com/2022/07/jeff-bezos-the inspirational-success-story-of-amazons-founder/ Learners to discuss how the entreprene...
Business,gcse-business---guidance-for-teaching-unit-1.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,fayre,Possible spelling mistake found.,"fare, Faye, Fabre (+5 more)",... Opportunity to arrange careers talk or fayre/University open days/Public sector orga...
Business,gcse-business---guidance-for-teaching-unit-1.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,deborah-coughlin,Possible spelling mistake found.,"Deborah-coughlin, deborah-Coughlin",...tion-success-stories-deborah-coughlin/)[deborah-coughlin/](https://iuk.ktn-uk.org/casestudy/wome...
Business,gcse-business---guidance-for-teaching-unit-1.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,new-lease-of-life-at-merthyr-tydfil-s-newest-re-use-shop,Possible spelling mistake found.,new-lease-of-life-at-Merthyr-tydfil-s-newest-re-use-shop,...t-merthyr-tydfil-s-newest-re-use-shop/)[new-lease-of-life-at-merthyr-tydfil-s-newest-re-use-shop/](https://www.merthyr.gov.uk/news-and-e...
Business,gcse-business---guidance-for-teaching-unit-1.md,30,MORFOLOGIK_RULE_EN_GB,misspelling,Nando,Possible spelling mistake found.,"Lando, NAND, Nan do","...ternational. Many restaurants, such as 'Nando's', promote their policies and practice..."
Business,gcse-business---guidance-for-teaching-unit-1.md,46,MORFOLOGIK_RULE_EN_GB,misspelling,YBL,Possible spelling mistake found.,"NBL, PBL, YB (+23 more)","...gital technology, for example, GymShark/YBL/Haia. |  |  {47}-----------------------..."
Business,gcse-business---guidance-for-teaching-unit-1.md,46,MORFOLOGIK_RULE_EN_GB,misspelling,Haia,Possible spelling mistake found.,"Hair, Hail, AIA (+13 more)","...l technology, for example, GymShark/YBL/Haia. |  |  {47}----------------------------..."
Business,gcse-business---guidance-for-teaching-unit-2.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,lea rners,Possible spelling mistake found.,"learners, lea RERS",...eaders-and-trailblazers/)  Teachers and lea rners could use these websites to highlight s...
Business,gcse-business---guidance-for-teaching-unit-2.md,12,MORFOLOGIK_RULE_EN_GB,misspelling,aging,Possible spelling mistake. ‘aging’ is American English.,ageing,"...d marketing strategies. For example, an aging population may lead companies to develo..."
Business,gcse-business---guidance-for-teaching-unit-2.md,17,MORFOLOGIK_RULE_EN_GB,misspelling,Statswales,Possible spelling mistake found.,Stats wales,...ve them justify their interpretations. [Statswales](https://statswales.gov.wales/Catalogue...
Business,gcse-business---guidance-for-teaching-unit-2.md,26,MORFOLOGIK_RULE_EN_GB,misspelling,ecoconscious,Possible spelling mistake found.,"coconscious, eco conscious","...image on sustainability, which attracts ecoconscious consumers. Their website highlights the..."
Business,gcse-business---guidance-for-teaching-unit-2.md,28,MORFOLOGIK_RULE_EN_GB,misspelling,Rikke,Possible spelling mistake found.,"Richie, Rikki, Rilke",...ous ways in which technology is helping Rikke and her business.  Teachers can highlig...
Business,gcse-business---guidance-for-teaching-unit-2.md,29,MORFOLOGIK_RULE_EN_GB,misspelling,Lea rners,Possible spelling mistake found.,"Learners, Lea RERS",... needed to fix and manage the machines. Lea rners could then be asked to imagine what job...
Business,gcse-business---guidance-for-teaching-unit-2.md,38,MORFOLOGIK_RULE_EN_GB,misspelling,fairtrade,Possible spelling mistake found.,"Fairtrade, fair-trade, fair trade (+2 more)",...ers could explore the explore the Co-op fairtrade webpage. |  {39}-----------------------...
Business,gcse-business---guidance-for-teaching-unit-2.md,58,MORFOLOGIK_RULE_EN_GB,misspelling,decisionmaking,Possible spelling mistake found.,"decision-making, decision making",...ectives and feelings of others in their decisionmaking processes.**  #### Personal Effectivene...
Business,gcse-business---guidance-for-teaching-unit-3.md,10,MORFOLOGIK_RULE_EN_GB,misspelling,senedd,Possible spelling mistake found.,"Ended, Send, Seed (+23 more)",...-spending-its-budget-in-2024-25/) -25? (senedd.wales) and the UK Spring Budget 2023 (H...
Business,gcse-business---guidance-for-teaching-unit-3.md,10,MORFOLOGIK_RULE_EN_GB,misspelling,developmentbank,Possible spelling mistake found.,development bank,.../developmentbank.wales/)  - Dev Bank [\(developmentbank.wales\)](https://developmentbank.wales/...
Business,gcse-business---guidance-for-teaching-unit-3.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,Tippex,Possible spelling mistake found.,"Tipped, Tippet, Tipper","... Hoover = to vacuum) or replaced nouns (Tippex, Kleenex, Sellotape etc). Learners shou..."
Business,gcse-business---guidance-for-teaching-unit-3.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,Cariad,Possible spelling mistake found.,"Caria, Carian",...plain why trademarks are so important. [Cariad: Welsh word for love](https://www.bbc.c...
Business,gcse-business---guidance-for-teaching-unit-3.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,Dulux,Possible spelling mistake found.,Du lux,...alisers (for example for paint colours [Dulux Visualizer App –](https://www.dulux.co....
Business,gcse-business---guidance-for-teaching-unit-3.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,PictureIT,Possible spelling mistake found.,Picture IT,"...rticles/dulux-visualizer-app) flooring [PictureIT, the flooring visualiser | Tapi](https:..."
Business,gcse-business---guidance-for-teaching-unit-3.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,Tapi,Possible spelling mistake found.,"TAPI, Tape, Taxi (+439 more)","...g [PictureIT, the flooring visualiser | Tapi](https://www.tapi.co.uk/visualiser)  [C..."
Business,gcse-business---guidance-for-teaching-unit-3.md,23,MORFOLOGIK_RULE_EN_GB,misspelling,mcommerce,Possible spelling mistake found.,"commerce, Commerce, ecommerce (+1 more)",...he growing importance of e-commerce and mcommerce in the distribution of goods.  Learners...
Business,gcse-business---guidance-for-teaching-unit-3.md,25,MORFOLOGIK_RULE_EN_GB,misspelling,reskilling,Possible spelling mistake found.,deskilling,... technology and the changing workplace (reskilling)</li><li>upskilling.</li></ul> | Teache...
Business,gcse-business---guidance-for-teaching-unit-4.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,Kamani,Possible spelling mistake found.,"Kazan, Mani, Romani (+20 more)","...t, Mark Zuckerberg, Sara Davies, Mahmud Kamani and Elon Musk, or more established trad..."
Business,gcse-business---guidance-for-teaching-unit-4.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,Touker,Possible spelling mistake found.,"Touched, Touches, Tourer (+2 more)","...s such as Richard Branson, Peter Jones, Touker Suleymen and Deborah Meaden. Learners s..."
Business,gcse-business---guidance-for-teaching-unit-4.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,Suleymen,Possible spelling mistake found.,"Suleiman, Salesmen, Supermen","...as Richard Branson, Peter Jones, Touker Suleymen and Deborah Meaden. Learners should con..."
Business,gcse-business---guidance-for-teaching-unit-4.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,Meaden,Possible spelling mistake found.,"Meade, Leaden, Deaden (+1 more)","...eter Jones, Touker Suleymen and Deborah Meaden. Learners should consider how the entre..."
Business,gcse-business---guidance-for-teaching-unit-4.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,Bizconsesh,Possible spelling mistake found.,,...t? Teachers could use resources such as Bizconsesh with learners to illustrate how element...
Business,gcse-business---guidance-for-teaching-unit-4.md,10,MORFOLOGIK_RULE_EN_GB,misspelling,Huel,Possible spelling mistake found.,"Fuel, Duel, Hull (+9 more)","...es such as Ben and Jerry's, North Face, Huel and many other Corp [B certified compan..."
Business,gcse-business---guidance-for-teaching-unit-4.md,14,MORFOLOGIK_RULE_EN_GB,misspelling,TwoTeachers,Possible spelling mistake found.,Two Teachers,...ld recap knowledge using videos such as TwoTeachers Marketing mix. Teachers could provide a...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,portance,Possible spelling mistake found.,"portents, importance, portable (+6 more)",...----  |        | environment.         | portance of the circ | cular economy to t | ousi...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,circ,Possible spelling mistake found.,"CIRC, circa, CIC (+436 more)",... environment.         | portance of the circ | cular economy to t | ousinesses and t...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,cular,Possible spelling mistake found.,"ocular, gular",...nment.         | portance of the circ | cular economy to t | ousinesses and the | [4]...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,ousinesses,Possible spelling mistake found.,businesses,...ance of the circ | cular economy to t | ousinesses and the | [4]   | |--------|-----------...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,cate,Possible spelling mistake found.,"came, late, care (+56 more)",...     |                    |       | | \ cate | sold the follo       | wing products ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,follo,Possible spelling mistake found.,"follow, folio, folly (+3 more)",...          |       | | \ cate | sold the follo       | wing products last v | week:   ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,Produ,Possible spelling mistake found.,"Proud, Prod, Prods (+1 more)",...       |                    |       | | Produ  | ucts                 | Quantity sold...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,ucts,Possible spelling mistake found.,"acts, cuts, ducts (+17 more)",...                   |       | | Produ  | ucts                 | Quantity sold        ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,neals,Possible spelling mistake found.,"deals, meals, seals (+12 more)",...                   |       | | Hot m  | neals                | 420                  |...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,wiches,Possible spelling mistake found.,"wishes, likes, bikes (+14 more)",...                   |       | | Sand   | wiches               | 265                  | ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,onl,Possible spelling mistake found.,"on, one, only (+41 more)",...reers advice and guidance. | [1] | Exam onl | |----|-----|-------------------------...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,8,MORFOLOGIK_RULE_EN_GB,misspelling,bloyers,Possible spelling mistake found.,blowers,...althcare sector were two of the largest bloyers of people in Wales. |     |            ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,ra,Possible spelling mistake found.,"RA, Ra, a (+150 more)",...---------------------  | 10. | Amar   | ra produces wood blanket boxes from her ga...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,fi,Possible spelling mistake found.,"phi, FI, Fi (+130 more)",...--------------------|-----| |     | Her fi | ixed costs are £4000 per year.       ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,ixed,Possible spelling mistake found.,"fixed, mixed, axed (+5 more)",...---------------|-----| |     | Her fi | ixed costs are £4000 per year.              ...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,Asda,Possible spelling mistake found.,"Asia, ASA, USDA (+11 more)",...National supermarkets such as Tesco and Asda have a range of different types of cons...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,BOGOF or,Possible spelling mistake found.,"BOGO For, BOGOR or, BOGO or (+2 more)",...le prices. - Can include offers such as BOGOF or 3 for 2 so that customers are satisfied...
Business,gcse-business---unit-1-introduction-to-the-business-world.md,22,MORFOLOGIK_RULE_EN_GB,misspelling,instore,Possible spelling mistake found.,"inshore, in-store, in store (+1 more)","...d. - Customers are able to buy products instore, online, or through an app so that it i..."
Business,gcse-business---unit-2-key-business-considerations-sample.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,Sopright,Possible spelling mistake found.,Sop right,...mple not for use with live assessments  Sopright  WEE  © WJEC CBAC Limited 2024.  {3}---...
Business,gcse-business---unit-3-business-strategies-for-success.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,Waterpark,Possible spelling mistake found.,"Watermark, Water park",...lidays                                | Waterpark/theme park holidays     |  |  | |      ...
Business,gcse-business---unit-3-business-strategies-for-success.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,busined,Possible spelling mistake found.,"busied, basined, buskined",...------------------  | 5. | Consider how busined                                        ...
Business,gcse-business---unit-3-business-strategies-for-success.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,websit,Possible spelling mistake found.,"website, WebKit, web sit (+1 more)",...| 6. | and chocolates. Pau managing the websit bank. Paul makes all | conly shop selli...
Business,gcse-business---unit-3-business-strategies-for-success.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,conly,Possible spelling mistake found.,"only, Conley, coyly (+4 more)","...aging the websit bank. Paul makes all | conly shop selling a range of luxury cookies,..."
Business,gcse-business---unit-3-business-strategies-for-success.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,hal,Possible spelling mistake found.,"Hal, had, has (+1649 more)",.... Paul is keen to grow the business and hal growth methods. |  |  | |    | (a) Iden...
Business,gcse-business---unit-3-business-strategies-for-success.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,rea,Possible spelling mistake found.,"REA, Rea, area (+1757 more)",... |  |  | |    | (a) Identify <b>two</b> rea                                        ...
Business,gcse-business---unit-3-business-strategies-for-success.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,asons,Possible spelling mistake found.,"sons, axons, masons (+7 more)",...                                      | asons why businesses grow.                   ...
Business,gcse-business---unit-3-business-strategies-for-success.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,onthe-job,Possible spelling mistake found.,on-the-job,"... competitive salary, staff discount and onthe-job training.  | (a) | make its products. |..."
Business,gcse-business---unit-3-business-strategies-for-success.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,tra,Possible spelling mistake found.,"era, try, tea (+67 more)",...enkins s. | bakery or using | on-me-job tra | ining for new | [4] | |----------|---...
Business,gcse-business---unit-3-business-strategies-for-success.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,ining,Possible spelling mistake found.,"mining, dining, inning (+8 more)",... s. | bakery or using | on-me-job tra | ining for new | [4] | |----------|-----------...
Business,gcse-business---unit-3-business-strategies-for-success.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,manuf,Possible spelling mistake found.,Manu,...                      | children's bike manuf                                        ...
Business,gcse-business---unit-3-business-strategies-for-success.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,ement,Possible spelling mistake found.,"event, cement, emend",... table below shows | the income state | ement for Brat | s Bikes for 2024 |  | |  |  ...
Business,gcse-business---unit-3-business-strategies-for-success.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,suc,Possible spelling mistake found.,"such, sub, sum (+58 more)",...margin | 600 000 400 000 ? for business suc | 400 000 500 000 41.7% |  | [2] | |  |...
Business,gcse-business---unit-3-business-strategies-for-success.md,13,MORFOLOGIK_RULE_EN_GB,misspelling,EdenHarvest,Possible spelling mistake found.,Eden Harvest,...-------------------------------  **9.** EdenHarvest is a zero-waste food retailer. It opene...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,MMAR,Possible spelling mistake found.,"OMAR, MMR, MAR (+7 more)",...-------------  ### **CONTENTS**  | SU | MMAR'  | Y OF ASSESSMENT                    ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,DDUCTION,Possible spelling mistake found.,"DEDUCTION, ADDUCTION, EDUCTION",...-----------------|----| | 1. | INTRO  | DDUCTION                                        ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,Jse,Possible spelling mistake found.,"JSE, Use, Joe (+1173 more)",...                 | 8  | |    | 1.5 L  | Jse of language                            ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,SUBJE,Possible spelling mistake found.,,...                          | 8  | | 2  | SUBJE  | ECT CONTENT                         ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,Oppor,Possible spelling mistake found.,Opp or,...                          | 35 | |    | Oppor  | tunities for integration of learning...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,tunities,Possible spelling mistake found.,unities,...                 | 35 | |    | Oppor  | tunities for integration of learning experiences...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,SSMENT,Possible spelling mistake found.,SSM ENT,...ces              | 38 | | 3  | ASSES  | SSMENT                                        ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,MALPI,Possible spelling mistake found.,"MALI, MAPI, MAL PI",...essment                   | 40 | | 4  | MALPI  | RACTICE                             ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,RACTICE,Possible spelling mistake found.,PRACTICE,...                 | 40 | | 4  | MALPI  | RACTICE                                        ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,TECHI,Possible spelling mistake found.,"TECH, TECHS, TECHIE (+3 more)",...                          | 42 | | 5  | TECHI  | NICAL INFORMATION                   ...
Business,wjec-gcse-business-specification.md,4,MORFOLOGIK_RULE_EN_GB,misspelling,NICAL,Possible spelling mistake found.,"NICOL, NICAP, NoCal (+4 more)",...                 | 42 | | 5  | TECHI  | NICAL INFORMATION                            ...
Computer-Science,gcse-computer-science---guidance-for-teaching-unit-2.md,9,MORFOLOGIK_RULE_EN_GB,misspelling,Tkinter,Possible spelling mistake found.,"Winter, Inter, Painter (+32 more)",...e. Understanding the constraints of the Tkinter library for input and output facilities...
Computer-Science,gcse-computer-science---guidance-for-teaching-unit-2.md,11,MORFOLOGIK_RULE_EN_GB,misspelling,Elif,Possible spelling mistake found.,"Elf, Elie, Elis (+6 more)",".... Selection:</li><li>Use of If , Else , Elif , Switch Statements to allow for making..."
Computer-Science,gcse-computer-science---guidance-for-teaching-unit-2.md,12,MORFOLOGIK_RULE_EN_GB,misspelling,datatypes,Possible spelling mistake found.,data types,"...ensional Lists: Python allows different datatypes in the same list, e.g. int, string, rea..."
Computer-Science,gcse-computer-science---guidance-for-teaching-unit-2.md,12,MORFOLOGIK_RULE_EN_GB,misspelling,int,Possible spelling mistake found.,"INT, in, it (+1503 more)","...ferent datatypes in the same list, e.g. int, string, real, list. Each element (item..."
